Team Number,Mu,Sigma
2662,23.5153,3.7443
698,27.8789,3.89593
3944,24.3146,4.23293
3853,20.6127,4.34268
6683,20.9779,4.36199
4111,22.4493,4.27835
3133,21.1117,4.50784
1212,21.8406,4.17027
1633,22.1009,4.21521
5200,21.7811,4.49244
3321,17.8261,4.41129
1290,21.1557,4.38287
2449,24.4697,4.13888
6372,21.4605,4.62821
5101,23.6028,3.91774
2840,25.3196,4.42752
4496,23.8959,4.25169
2844,22.7951,4.29295
2073,31.3873,3.06906
701,28.8689,2.97076
1678,31.6884,2.5196
973,29.72,3.13873
1662,24.7882,3.23448
5458,26.2507,3.47729
1700,23.7591,3.21363
4543,23.1644,3.09283
1323,26.9652,3.19591
1671,24.534,3.22443
649,26.3051,3.03653
1072,24.9561,3.13214
2141,23.3605,4.54895
5480,22.6622,4.42468
4643,24.5493,3.33699
1056,25.5714,4.58725
3013,20.2999,4.80545
692,24.3763,4.98154
4698,22.368,4.87012
2551,19.7695,4.98003
3859,22.6194,3.36659
1388,24.5886,3.50865
6305,24.4034,3.50084
5274,21.5793,4.93025
3257,23.7361,4.76262
3189,27.7599,3.58788
2204,20.5359,4.96848
3501,27.5239,3.61772
6612,17.0074,4.97843
5496,24.3133,3.24258
295,26.166,3.41589
5507,26.0368,3.4673
5875,26.3046,4.84966
3615,22.7836,4.73896
585,21.9666,3.59763
1458,26.8098,3.32439
4669,25.6301,3.69243
3598,25.2658,3.57658
6644,23.6787,4.78892
2085,22.5826,3.45038
6474,19.1108,4.91033
6174,26.5508,4.90927
599,26.9752,2.84146
6417,30.2046,3.98906
3925,28.9627,2.82738
3646,27.0997,4.75951
4079,23.6542,4.4318
6554,28.3647,4.11983
5817,23.2232,3.36384
4276,28.5314,2.90199
5802,27.1388,3.06287
5134,24.9105,3.40071
6668,25.2293,4.43044
4711,23.3553,3.10159
4161,26.4279,4.46479
5500,21.1213,4.60063
4114,26.1334,4.81187
4056,26.226,4.4133
589,23.0476,3.42317
5857,23.0804,3.28105
6535,20.6804,4.71723
3491,21.5146,4.69293
3470,24.5406,4.46209
6069,27.6833,4.74941
3295,23.6137,4.63051
6560,23.4718,3.14073
5877,25.0159,4.8739
5835,27.4326,4.65956
5634,18.9975,4.85832
2496,20.9157,4.796
5810,23.0298,4.54956
1159,24.091,4.53991
6072,21.8234,4.69781
6220,25.6437,4.59578
3863,22.6544,3.3544
5665,24.1004,4.51607
3453,19.5581,4.61348
6699,28.5597,4.09333
5852,29.6904,3.80454
3256,29.5219,2.47959
6657,24.5741,4.38487
6711,21.4929,4.41187
1422,26.5292,4.56874
3045,21.659,3.18106
3495,22.3566,3.15271
6650,24.487,4.55354
5700,23.4025,4.17191
6662,30.5797,4.18966
6429,26.7494,4.19995
2854,19.0406,4.51839
4765,24.7319,4.10286
5499,27.0277,2.81031
5419,23.5564,4.55148
4973,26.6895,4.63795
2905,27.7801,4.45597
2437,23.1549,3.45632
5430,23.9955,3.18075
6472,23.465,4.32774
6718,19.8855,4.70875
6506,24.1015,4.40151
4270,26.4481,2.94492
2576,27.0987,3.12692
5136,27.5868,3.43185
2429,24.5392,3.03296
1138,22.1438,3.05121
6553,23.2691,4.08761
3759,26.8627,3.78256
981,21.7413,3.13882
3882,27.0424,2.89624
3851,22.4941,4.22702
2443,22.9235,3.16278
4078,22.0716,4.12066
1661,28.5106,2.99265
5869,23.778,4.18907
5678,22.0623,4.31562
6398,26.4709,4.23875
6764,20.7697,4.19943
3993,25.8035,4.12745
3965,23.7562,3.26384
6334,24.5637,1.96731
384,30.2224,2.13025
5279,25.8344,2.1835
449,23.6449,2.29646
1885,30.3197,2.23399
2363,29.6456,2.01756
623,24.9812,2.09681
346,25.8218,2.30779
1262,25.9917,2.22343
4456,25.1385,2.25713
3793,26.1865,2.42551
1111,26.8165,2.20336
2534,25.4859,2.31938
2421,24.6428,2.10888
4638,25.4319,2.36522
4242,25.417,2.29709
2537,26.2331,2.4047
836,25.0607,2.25045
1629,25.2676,2.38722
1080,24.7769,2.2619
1610,27.7802,2.22515
1418,25.2126,2.25143
2377,26.2195,2.34349
1731,25.9843,2.15738
2849,24.8324,2.23487
6326,22.7395,2.38958
1389,25.6702,2.26343
4472,25.9128,2.24075
422,24.7467,2.43949
4541,23.1484,2.33643
1598,28.1689,2.18772
1137,25.4871,2.13328
1522,25.7146,2.27799
1599,23.4922,2.29745
401,26.1278,2.2986
1793,25.701,2.24054
6239,24.1801,2.34091
3258,26.4505,2.21193
1895,26.1944,2.24916
5115,26.0993,2.30784
5587,26.8156,2.43084
540,26.8487,2.22881
2199,26.6364,2.26165
1086,23.4502,2.38321
3359,26.8622,2.18786
620,25.667,2.04371
5957,21.9438,2.31768
3941,27.0108,2.30295
4464,25.2952,2.4513
619,23.9278,2.17972
5338,26.594,2.26793
5950,25.2749,2.462
4514,26.8028,2.4103
1123,24.351,2.29046
5945,24.1655,2.39093
612,24.6574,2.13923
2964,26.0913,2.56167
3373,24.8423,2.18763
1339,28.4588,2.83813
3648,28.2345,4.04809
1619,31.6404,2.92064
2083,22.5654,4.38209
5657,26.2197,4.59669
5493,23.2731,3.23993
1584,29.2002,4.65214
2036,26.7721,4.54164
1303,24.3242,4.34678
3200,23.6407,3.24041
4293,25.6441,3.18232
4550,22.1542,3.48646
662,29.0017,3.07639
2240,26.5185,4.51443
3729,22.4931,3.19985
3005,28.3751,3.33146
4499,25.6994,2.4692
159,26.6438,2.81667
2996,24.6826,3.16084
5763,21.0997,4.87032
5899,23.0293,4.56596
5613,23.5284,3.31937
4068,22.6929,4.64508
4792,26.0305,3.36612
4944,25.7899,3.32645
5318,21.8494,4.70635
4386,19.2971,4.67899
4418,24.2565,4.57425
2158,26.307,3.4103
1332,19.7818,4.90282
2261,23.5209,4.69857
1157,22.4039,4.67058
3288,26.3232,3.37118
1583,23.2272,4.72569
1245,24.32,4.50426
1977,25.3097,4.58393
3807,20.5133,4.59277
2945,25.6534,4.43549
2259,22.5767,4.41376
4593,22.3623,4.50526
1799,21.488,4.48182
999,26.1866,2.4627
230,25.4176,2.00859
173,25.5125,2.41586
195,29.6983,2.00253
558,24.4093,2.19977
3654,27.8058,2.43491
3634,22.6367,3.29456
4557,22.6577,3.0739
178,23.2973,2.41893
175,21.8886,3.10076
2067,24.6175,2.13114
6675,22.2824,3.11323
1991,27.3619,2.29339
3623,26.1273,2.32501
181,26.1307,2.42359
177,30.265,2.35206
3146,23.6119,3.17357
236,28.5704,2.88657
5422,26.0616,2.37527
228,21.7094,3.01763
2170,24.8763,3.16405
3464,30.1151,2.38942
839,24.6467,3.09695
3555,21.1132,3.23598
3104,23.7812,3.30022
1740,26.4162,2.94603
5746,20.1035,3.25966
571,23.2837,3.31947
4987,23.6428,3.40338
2836,26.3346,3.37008
5129,26.6082,3.17474
5686,20.6532,3.23859
1699,22.6579,3.26387
4628,20.9706,3.27928
6723,21.5006,3.13327
1973,23.1681,3.04314
5142,23.3859,3.25954
6346,23.5437,3.19367
1071,25.1037,2.28671
1099,25.2226,2.79804
1124,24.8157,2.74822
176,24.9693,2.6589
2064,23.6256,2.696
4055,25.5896,2.19422
716,23.7795,2.1755
4097,23.156,2.87026
5856,23.9064,2.77351
3525,23.3327,2.77217
237,26.2248,2.95308
4572,23.7772,3.0693
155,25.3835,3.12415
2785,24.2411,3.95609
2383,25.8391,2.77126
86,30.3543,4.72138
1065,27.2021,4.54758
1744,28.5263,3.51708
4481,27.9309,2.95477
1523,30.6961,3.28043
59,27.6354,3.58254
5872,27.214,3.82449
3653,31.3935,3.06476
3556,24.0364,4.87502
108,27.9565,3.16593
4064,29.6342,5.05119
386,29.1544,3.09446
233,24.8774,3.44464
4065,27.7665,5.17805
5145,25.3147,4.76803
744,27.3415,3.03418
4592,23.8953,2.80407
801,22.1704,3.26681
1872,26.8855,5.20047
456,22.6891,3.81297
4769,25.2585,5.24241
1557,30.2636,5.21968
5722,21.2598,5.29217
2425,20.0782,5.50086
4024,21.6496,5.44061
1592,26.2347,4.02396
3164,21.8609,5.44605
4622,22.856,5.36534
1902,25.3703,3.45746
6145,23.5852,5.40855
1649,20.6095,5.31948
5816,22.7249,3.49594
3932,23.4903,4.08245
5412,24.3305,5.14786
3627,25.0245,5.46085
21,24.5721,3.88462
6409,17.9272,5.29103
2916,24.1911,5.30971
6184,22.1656,5.31229
6527,26.7161,5.08672
5753,26.2487,5.24374
6232,25.7416,5.36697
4118,26.3154,5.60457
6322,25.8695,5.58007
4562,23.6996,5.04118
6473,21.3094,5.21487
6609,23.9744,5.38749
5283,18.233,5.33706
945,21.8573,5.66422
1972,26.3861,5.07856
5800,18.9543,5.39854
6722,24.8955,5.25969
2797,23.9558,3.8856
5276,24.7738,5.36111
1251,23.7915,2.88558
6669,21.8209,3.83602
3242,17.8376,5.41547
125,27.4262,1.62877
6404,26.881,3.81619
6388,26.1102,3.47858
6225,24.9124,4.48072
5819,26.275,3.11836
6001,28.5591,3.53468
263,31.1749,2.92178
2641,26.4972,2.49451
6038,21.0145,4.37976
694,28.3415,3.15849
2152,23.7205,3.67264
5196,23.149,4.7125
5557,23.6856,4.6428
4517,22.237,4.51252
6685,22.1649,4.58872
2914,22.4944,2.62848
6435,23.3538,4.44605
5558,25.0401,4.47658
5993,25.4935,4.63932
6416,20.2127,4.59436
6468,21.8105,4.61862
3410,24.6494,3.35848
5329,25.6155,4.43957
6686,19.3672,4.60806
6743,27.6301,4.61692
5949,19.71,4.74554
5243,22.4304,2.67282
5410,26.7918,3.04806
4941,29.2432,2.13466
4080,25.6456,2.33462
6714,24.1061,3.32965
5828,22.915,2.47804
4188,27.9911,1.9221
2974,29.1461,1.97899
5109,19.7424,3.15205
5219,23.1948,3.11353
1261,22.1455,3.04485
5536,23.5716,3.22246
3329,23.5854,2.44313
1771,25.4385,2.3846
4193,23.902,2.9757
5074,26.1827,2.42978
4459,23.6008,2.4686
5734,23.5306,2.4983
5482,23.6189,2.8965
3694,23.9023,2.96965
6750,22.928,2.40453
4189,24.464,2.23949
5632,24.6723,2.32719
3635,26.9741,2.47131
3581,23.0121,2.43832
6471,24.2332,2.8351
4240,21.8373,3.07325
5848,21.7568,2.96724
6715,20.3483,3.21755
5651,19.6787,3.16181
5840,24.3708,3.06518
6349,22.9097,2.66762
6139,21.4731,3.18723
4730,22.0523,2.53418
1002,26.7906,2.11331
4112,27.65,2.08364
1746,28.8737,2.00072
4468,25.3137,2.24964
1648,27.9103,2.07232
3091,26.5108,2.17537
2415,26.5488,2.15345
832,26.1388,2.18262
1683,28.0582,2.16227
5293,27.4604,2.09505
3998,27.5935,2.19935
6705,26.8343,2.12653
4516,23.4985,2.30201
6340,26.3851,2.07618
1414,25.3078,2.40436
4910,29.4327,2.12123
6023,23.4218,2.19603
4026,26.7776,2.21176
5132,24.9426,2.28149
5582,23.8916,2.25245
4235,21.8819,2.45983
5332,24.9046,2.29994
6177,25.2879,2.23181
6325,23.4406,2.301
5608,27.1114,2.36128
3815,24.6639,2.39352
5900,25.204,2.29397
1311,23.485,2.18484
3573,22.5218,2.65899
1795,24.7275,2.68238
3265,25.4313,2.79214
4701,24.3279,2.79971
6716,24.21,2.79376
6712,23.6562,2.78613
4749,26.3174,2.71527
4195,24.9152,3.88643
4509,24.4608,3.78826
3344,24.257,2.8552
3318,24.8186,2.81034
6341,23.0944,2.86094
6710,23.4856,3.64016
1884,27.6751,3.91491
6361,25.6349,3.96482
5516,26.1981,3.96503
5839,30.805,4.14854
6304,24.6763,3.84027
6441,20.4894,4.60592
6375,23.1488,4.11996
5449,25.7026,4.03637
5453,24.5978,3.17394
6028,25.1664,4.67224
5823,28.0317,3.28135
5522,25.1982,4.49552
5308,26.1383,4.57365
6399,24.7382,4.66404
6383,22.7259,4.47137
5849,24.5592,4.44768
6360,25.7522,4.5968
6385,24.3822,4.63263
6362,25.5287,4.4001
6392,25.8159,4.40995
5451,24.5545,4.33078
6439,25.152,3.12171
1797,25.5145,4.14327
6365,22.8346,4.72671
6356,24.0667,4.57548
5820,23.925,4.76568
6374,28.324,4.85542
6386,19.9482,4.65987
6450,20.876,4.80183
6766,25.1876,4.33069
6433,24.8042,4.76728
6376,25.0735,4.53669
6394,21.7095,4.54321
6487,21.848,4.38549
6393,21.5817,4.60898
6494,23.7011,4.74946
6354,24.4072,3.52147
5445,23.3367,4.64468
3721,23.2223,3.6878
2896,27.758,4.04002
2090,23.9474,4.09021
6704,23.876,4.15421
368,25.341,3.99897
359,31.0949,2.42837
2439,21.25,3.79915
1378,24.4708,4.22741
3008,25.0194,3.41406
2445,25.2221,3.78799
2438,28.2009,4.19382
2444,27.177,3.85966
2853,21.4588,4.05682
5625,20.9857,4.3813
5605,22.0334,4.33468
3800,26.8106,4.54542
6309,21.6865,4.317
3878,22.2339,4.24145
5831,23.1174,4.27596
6308,20.2672,4.54298
5701,23.0701,4.59841
2477,17.2461,4.50068
6353,22.5992,4.4208
3881,23.6207,4.09722
2441,19.9434,4.35983
2504,23.0635,4.23023
3245,26.3326,2.8382
3239,25.0357,2.91917
3006,27.2145,2.83766
6680,25.9317,4.16074
3230,27.6071,2.95865
4598,23.6519,3.05685
6546,25.0067,3.29907
5933,23.5355,3.11849
6358,20.2382,4.13375
5461,24.7712,4.10682
3166,20.048,3.12336
1566,23.6917,4.0423
6400,23.8826,4.17261
1569,18.8646,4.38461
5871,23.9675,3.28539
1891,22.6204,3.4212
3145,23.6571,4.04609
2594,22.3873,3.17165
3562,22.0807,4.16807
4175,23.2939,4.41442
3513,25.6634,4.1988
2451,28.2355,2.44097
1511,27.1744,3.15346
1625,27.0964,2.56114
5847,31.6636,3.0248
1986,31.6548,2.67672
1756,25.2613,3.4095
144,26.3576,2.62029
2526,26.5589,3.80363
2338,23.6144,3.44414
2039,23.5934,3.32037
4096,24.2589,3.10494
5822,25.947,2.94965
1736,25.2326,3.15654
2022,23.7855,3.63496
4655,25.4227,2.8374
111,24.7497,3.39412
1723,21.9787,3.47979
4213,27.3357,3.37367
1405,27.7911,3.34206
3620,28.9356,1.83619
2704,21.5202,3.6934
3067,16.7117,5.15706
3138,24.2109,3.46551
4979,24.3765,5.03762
2725,20.6683,5.02044
3734,20.4683,5.1326
2781,22.5064,5.05491
5934,20.6435,4.9749
101,23.4286,4.96119
1739,26.1983,3.66315
4787,22.2215,3.56679
5811,21.8946,3.5798
4292,20.1878,5.16954
6651,23.417,4.9287
5125,26.6667,5.01816
5350,25.9014,4.85242
3110,21.9239,5.09021
4645,23.6616,3.44957
383,24.4897,4.96459
4284,23.7736,3.49218
1781,27.3299,3.45002
3488,25.5197,4.96862
2136,23.9578,5.20679
4241,22.7256,3.2817
3352,24.0474,3.22951
2709,26.0173,3.42378
2151,23.6053,4.70889
2169,27.1449,3.14782
2220,26.4734,2.96451
2481,30.6032,2.90972
5442,24.695,3.06876
706,26.8006,3.12054
2826,23.9679,3.04969
3695,27.378,3.01294
81,19.2206,4.48569
4212,21.082,4.30492
171,23.1228,3.23056
4156,23.8114,4.32966
2358,24.5769,3.22515
4296,25.6569,2.74053
3692,22.9861,3.21875
1741,25.4977,2.11786
1720,25.2614,2.18364
4926,25.0491,2.06932
3176,23.4775,2.31274
292,25.473,2.21375
829,25.0259,2.30217
5188,24.0009,2.21658
6498,24.5048,2.12976
1529,23.8443,2.08581
3147,24.7156,2.22976
135,26.2081,2.28548
234,28.3811,1.89829
1747,23.2844,2.23033
868,24.7952,2.18898
1501,27.4521,1.90787
3940,22.611,2.10855
1018,26.6305,2.1645
1024,24.5368,2.1356
4103,24.1265,2.22394
4485,25.2847,2.39264
4580,23.1857,2.22477
4982,24.5063,2.26975
71,28.2652,2.20311
4272,26.4005,2.05903
3494,24.0615,1.94894
461,25.2622,2.38348
3865,23.0472,2.38636
447,21.4535,2.16916
6451,23.1211,2.40672
5484,24.1869,2.36479
2197,26.5844,2.32087
6721,22.0617,2.36761
5502,25.0376,2.18435
74,26.3214,1.76163
4824,21.8006,2.84174
2771,25.3606,1.80958
3357,26.4495,1.88143
4004,26.6015,1.93839
2909,22.2693,2.74754
6012,19.3808,2.81216
5110,25.5505,2.30754
3936,22.428,2.73833
2171,23.3335,2.65616
5403,24.049,2.82892
2867,20.9757,2.86675
1646,22.6834,2.76102
3180,23.3613,2.53347
3947,24.6609,2.61124
5944,22.7519,2.65155
45,19.4689,2.64812
3559,22.2875,2.70836
5402,22.1435,2.75776
5010,21.2895,2.61596
3487,24.5917,2.70381
3339,26.3992,2.2057
2231,26.1413,2.05196
3075,23.1412,2.2722
4320,26.7386,2.12783
3835,28.6469,2.21784
5635,24.3019,2.23572
5614,27.1748,2.32781
6736,22.3195,2.3428
2096,26.8136,2.22454
3211,29.2847,2.24545
1577,27.493,2.14546
5554,22.6889,2.3048
5987,22.8075,2.44639
4744,25.0089,2.21778
6104,23.4523,2.49532
6741,23.7215,2.45293
1943,26.3207,2.24315
3388,23.1831,2.34547
2212,26.3144,2.43935
2679,22.9232,2.28339
5135,22.1319,2.76903
4661,23.9479,2.54612
1954,23.0055,3.00249
6149,23.6568,2.8876
4416,24.179,2.99657
6739,20.7182,2.96376
1576,22.2499,2.84381
4649,22.5196,2.77626
5273,20.768,2.76599
3478,29.2305,2.58002
4587,26.8906,3.13609
281,26.362,3.16906
2613,25.3992,3.3933
4063,29.4831,2.40291
1730,29.3287,3.57846
283,27.4171,3.20539
4107,25.7224,4.61854
5953,26.6757,4.97436
6068,27.007,3.45264
1818,22.2306,5.23255
6677,24.1723,4.87803
2078,28.9534,4.99541
6103,24.785,4.90878
4053,21.7847,5.14137
4087,23.8237,4.89583
4641,21.5719,3.87133
5965,23.7885,4.99232
1927,25.2501,4.94436
3946,21.8535,5.07044
5997,22.372,4.85804
6614,22.751,4.91428
2221,21.6861,5.17582
4209,23.4474,4.94208
4336,23.3095,4.93747
4353,22.9839,4.68027
5863,21.2013,4.97742
590,23.4741,4.86189
5325,16.7635,5.05892
5971,21.1624,4.95689
5785,22.8711,5.12615
4978,22.4337,4.98878
3666,23.5783,4.86495
5864,22.0464,4.81451
6179,25.6056,5.32832
6489,26.1235,4.82343
3606,26.9945,4.93129
5168,25.7549,5.09993
95,27.5553,1.89767
6763,26.133,2.15144
3958,26.1243,2.15387
5687,26.9682,1.73463
6367,20.7903,3.08918
1965,23.6011,3.09487
4034,23.8681,2.51841
1517,25.9695,2.6197
6690,25.7967,2.3468
2876,21.198,2.80921
1307,24.2719,2.81282
213,27.5043,2.18954
4796,24.5284,2.83835
5506,23.2369,2.72571
6620,24.8335,2.47417
4042,22.6341,2.87235
5969,21.0529,3.11573
1721,26.5145,2.17425
5556,25.5581,2.16376
1289,22.8921,2.69651
1027,25.8822,2.9493
4564,27.8802,2.11439
133,25.2352,2.21372
319,24.8612,2.64804
4906,26.7686,2.25464
3930,22.1925,3.00062
58,29.2275,2.13776
1058,28.1895,2.01237
5735,24.9134,2.30256
246,25.9077,2.93276
5459,26.076,2.81521
4909,25.9298,2.21562
2084,27.8501,2.06572
6324,22.5089,2.84444
5962,24.6343,2.78498
4311,21.9233,2.99562
6762,17.2399,2.95266
3451,21.5917,3.06211
6335,21.7421,2.97882
6161,20.4823,2.98276
4555,22.3124,2.97937
4929,24.9132,3.00548
6731,26.5094,2.74505
6617,23.1102,3.03451
2713,23.2898,2.87957
1474,23.7074,3.00629
2423,23.818,3.19487
5122,22.0934,2.94649
190,26.5819,2.05192
1519,30.5932,1.99025
2370,27.798,2.07099
1350,22.7083,2.75466
1768,22.7615,2.33719
3719,25.9141,2.07034
2342,25.9068,2.15352
2262,25.2101,2.80275
3466,25.0332,2.83023
4905,27.3335,2.23755
1153,26.7961,2.1112
1786,23.8374,2.78255
3236,25.0367,2.80954
69,24.3483,2.71946
2523,23.4977,2.23097
4041,27.4203,2.2563
4048,24.5965,2.80663
501,27.1476,2.16219
5813,26.0347,2.06179
6329,25.3138,2.23804
1277,25.9154,2.83612
663,26.9921,2.72318
3780,22.1854,2.94042
1735,22.7097,2.91964
2877,22.7324,2.75907
6337,26.8323,2.18823
126,22.9501,2.92051
166,23.7666,2.82037
102,24.6088,2.02313
3650,22.2541,2.99611
1915,25.3625,2.92374
1727,24.1664,2.72302
2912,24.5169,2.78029
3455,23.0438,2.81012
614,23.4023,2.75737
1719,24.8343,2.57444
3283,24.4985,2.98824
5569,20.8566,3.01231
5979,23.5895,3.02005
888,23.4506,2.76436
6543,22.3518,2.95442
4067,24.5983,2.80167
2819,23.174,2.97957
6504,20.3048,2.97505
3389,24.2826,2.87526
4099,24.3698,2.94657
1446,21.1013,2.88087
4821,20.684,2.94929
686,22.6788,2.57072
2186,22.0223,2.69218
3714,23.8026,2.73727
4505,25.3376,2.69577
3748,22.195,2.72181
4137,21.0035,2.72469
5830,22.1837,2.63947
6505,24.2223,2.80173
2068,18.8052,2.77872
6213,21.5948,2.80163
5841,22.8506,2.88079
2961,23.665,3.74963
4949,19.4324,2.83954
5549,21.9033,2.71303
116,22.2452,2.67535
611,24.9154,2.74912
6584,24.2703,2.50446
2900,22.4755,2.6022
339,25.6926,2.88108
2911,21.8511,2.75917
2988,20.5919,2.71477
6691,24.3759,2.59389
4546,27.3353,2.71852
4925,23.3362,2.67388
6172,23.2058,2.73509
3597,24.5896,2.80854
4473,25.6843,2.80747
4958,21.3293,2.84236
5633,24.0502,2.81047
3656,27.3242,2.37105
5530,25.2093,2.20861
5066,22.5913,2.16091
6101,25.7043,2.4337
68,26.6811,1.85402
3668,24.8442,2.66008
3322,24.8379,2.68304
6556,21.1928,2.59157
1076,25.6071,2.71614
5222,21.6084,2.82308
6150,26.1082,2.6875
4405,26.6171,2.16655
862,27.7107,2.24659
5603,25.526,2.38253
1502,23.9651,2.93984
4819,24.5842,2.79627
5853,20.6586,3.0043
4568,24.6328,2.75486
5710,25.2408,3.23707
4384,24.4115,2.95317
6092,23.7704,2.8033
3773,23.8323,2.94241
6033,24.4091,2.79984
3641,26.3339,2.54835
6190,24.5182,2.80424
5688,24.653,3.02966
4811,21.7266,2.56963
2832,27.725,2.14656
2048,21.2724,2.95624
1189,23.9213,1.93943
6108,24.6781,2.65345
6566,19.4187,2.97523
818,25.8319,2.2209
6099,22.4663,2.62228
3096,22.3717,2.58113
453,25.6212,2.81345
5239,23.7321,2.78914
4815,25.2368,2.52756
5756,22.8992,2.25454
1188,23.7812,2.2972
201,25.2921,2.3226
6633,23.3384,2.84751
5214,22.2121,2.89915
5642,23.2012,2.89308
6096,21.2221,2.897
6567,23.3701,2.88654
5478,18.8579,2.91881
4758,21.9036,2.80498
5197,23.0387,2.93768
3632,22.1866,2.8437
4507,24.189,2.75588
5555,24.4079,2.78092
6532,22.0214,2.848
3398,22.425,2.92772
5114,26.5184,2.03504
6075,27.6198,2.04603
2767,28.4219,1.99123
2619,26.2359,2.05066
4391,31.479,2.12071
85,28.0905,1.99636
107,22.9209,1.77457
2337,28.6637,1.81358
4237,27.4415,2.24929
217,26.5486,1.83567
910,30.7135,1.8093
5162,25.0617,2.08135
302,26.9707,1.92791
6548,25.4188,2.13819
1596,23.8092,2.26452
1506,27.108,2.20539
4362,25.9912,2.2649
3414,25.6452,2.17426
5205,26.3438,2.04785
5256,24.2132,2.27431
1322,25.2765,2.3076
6090,26.5731,2.39076
2604,21.2832,2.41441
4216,26.9289,2.25055
3534,24.3777,2.25875
5980,24.805,2.06529
4381,23.3688,1.99191
5509,28.444,2.15334
5462,27.5205,2.1728
6569,24.0795,2.09433
4392,26.0185,2.22466
894,27.7279,2.25236
3875,23.4432,2.27957
5173,24.1624,2.15091
3770,29.562,2.21629
1918,25.3946,2.0914
4003,26.9672,1.99559
5675,27.7865,2.08863
904,28.6127,1.97573
3688,25.1623,2.18
6558,24.6756,2.3728
2145,25.9018,2.28155
573,23.8611,2.11942
5166,27.4596,2.13218
1940,25.2897,2.36061
6098,24.0142,2.23029
857,24.5659,2.26516
6637,25.6009,2.3666
5086,27.3064,2.22291
4970,27.5518,2.08481
314,27.8231,2.13934
3546,26.4975,2.04641
66,23.8447,2.33518
2612,26.4411,2.23741
3452,24.1529,2.07267
3572,22.0121,2.22883
6020,25.5461,2.08719
4377,23.3173,2.1827
1243,28.3589,2.18002
5204,27.5105,2.2096
5460,27.2619,2.13733
3767,22.107,2.33813
5623,23.1225,2.28472
6097,24.1027,2.19761
5878,18.8054,2.91213
5989,22.2157,2.83235
5706,20.7755,2.9439
4988,22.2643,2.5781
6088,25.0372,2.72625
6113,23.5314,2.56637
5072,25.0911,2.59192
5702,23.4255,2.71991
3602,23.3214,2.87195
6557,23.99,2.95775
4375,22.7898,2.71818
6581,20.2991,2.81804
6079,21.286,4.21181
5213,24.28,2.81406
6112,19.2541,2.86224
5714,24.2048,2.93282
4827,24.0418,2.84545
4835,21.4199,2.83483
4715,22.7268,2.93517
6345,23.4244,2.89299
5175,25.758,2.80196
5486,25.2477,2.90717
3617,22.4377,2.68039
5248,24.5279,2.69929
5227,23.4873,2.78785
1254,21.866,2.78522
5535,24.9307,2.7464
1504,23.3969,2.75119
4453,23.8766,2.78366
5182,23.5804,2.85085
5194,24.9654,2.84075
5674,24.5742,2.80521
5501,25.6075,2.15298
6043,25.825,2.88777
2959,23.8828,2.2542
6094,23.2339,2.95197
6580,24.3513,3.04393
4408,23.1501,2.96916
4956,21.7953,2.92289
6119,25.0863,2.41832
5685,24.1934,2.84849
3658,24.7671,2.88447
5161,21.999,2.96337
6002,25.4826,2.14861
1677,26.4433,3.07553
6568,25.2799,3.02069
6011,20.5887,3.02925
6588,24.6851,3.00204
858,22.5935,2.94091
6138,23.0035,2.90883
6589,23.5684,2.85111
5523,22.9404,2.69739
4776,22.8838,2.71263
5517,25.0704,2.73719
3536,23.9491,2.66553
3707,23.8947,2.72928
4998,25.412,2.79212
5235,23.6695,2.86969
830,24.7802,2.68956
6081,24.2568,2.73964
5697,23.4475,2.78003
5695,26.9648,2.84648
5238,22.8581,2.91235
6591,26.2103,2.84184
3568,22.2218,2.86211
5203,24.2987,2.91588
5703,24.8813,2.80416
5538,21.4345,2.75774
5704,21.1558,2.77571
4840,19.4348,2.76522
5527,22.936,2.70239
5046,25.319,2.562
5612,22.7891,2.75775
3667,26.7438,2.79158
5234,24.9001,2.65992
5774,22.1227,2.76278
5713,23.8456,2.89388
5926,23.7618,2.74539
5201,24.178,2.65797
5661,24.4856,2.66965
6071,24.3841,2.95017
6067,25.7073,2.79767
4380,24.0782,2.7556
468,21.784,2.83627
5487,21.4499,2.82086
4382,22.4985,2.81899
6093,25.7356,2.65815
5251,18.9738,2.8276
5447,22.3787,2.89616
6073,24.7696,3.00172
4482,22.736,2.5226
6065,23.1615,2.62264
3234,23.9035,2.63468
5056,23.6039,2.69334
6114,23.6086,2.75505
4855,24.8658,2.61094
6571,18.6949,2.9315
5473,20.4475,2.82171
6531,23.8972,2.7889
5664,20.0756,2.84926
6534,18.4146,2.82005
5963,21.584,2.77525
5470,22.7951,2.91661
6428,20.7003,2.86315
6089,25.0247,2.82643
3458,22.5356,2.7966
6638,25.3673,2.95102
4337,21.6748,2.69912
6600,19.5089,2.93323
5215,25.3784,2.55427
5660,24.9609,2.49791
4994,25.2644,2.6282
5260,24.1885,2.70168
322,20.4149,2.54248
6559,20.9929,2.90997
6583,21.2787,2.73271
6019,23.4833,2.75175
6631,22.6392,2.74585
5084,25.307,2.68145
6053,24.2631,2.4871
5559,26.1299,2.61834
5676,24.4443,2.57118
3603,22.1806,2.74918
5448,23.2039,2.56038
6595,20.4809,2.76899
6594,23.2733,2.82001
6592,21.7552,2.78014
5152,25.0788,2.66884
6635,21.9224,2.69672
6078,20.8797,2.68356
5156,22.762,2.60964
5217,22.5326,2.64434
5531,25.9002,2.66174
5255,22.3295,2.71317
6615,22.6226,2.61209
2224,24.7717,2.69534
